Platform,Game,Entry
Facebook,Tottenham vs. Liverpool September 30,"If there were the same 11 players, I think Liverpool wouldn't lose. And if there is no wrong decision It's an offside moment that you can tell with the naked eye that it's not offside. You know it in your heart. What will the results of the competition be like?"
Facebook,Tottenham vs. Liverpool September 30,win tottenham
Facebook,Tottenham vs. Liverpool September 30,✅
Facebook,Tottenham vs. Liverpool September 30,Alan Brooks was 100 percent offside obviously we will take it
Facebook,Tottenham vs. Liverpool September 30,Da Ve you literally post the same thing every week. Don't you have anything better to do? This is just sad mate
Facebook,Tottenham vs. Liverpool September 30,Nick Arif Would you complain if it was the other way round. Thought not.
Facebook,Tottenham vs. Liverpool September 30,Simon Hooper is man of the match
Facebook,Tottenham vs. Liverpool September 30,You guys won because of referee Biasness. Liverpool really showed there character...too bad they're hated in England by referees.  Poor judgements from the
Facebook,Tottenham vs. Liverpool September 30,We are still a work in progress but this victory should raise hopes since we haven't had many wins against Liverpool in the last nuber of years.
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng 9 vs 12 🤌🤌🤌🤌🤌🤌🤌
Facebook,Tottenham vs. Liverpool September 30,Good result
Facebook,Tottenham vs. Liverpool September 30,James Green and a keeper that kept them in the game.
Facebook,Tottenham vs. Liverpool September 30,Spur improved so much under new Coach. Maddison is class
Facebook,Tottenham vs. Liverpool September 30,The red cards were questionable that goal with Diaz didn’t look offside
Facebook,Tottenham vs. Liverpool September 30,Neil Thacker and that’s a trophy for Spurs 🤣🤣
Facebook,Tottenham vs. Liverpool September 30,"Neil Thacker why you upset, cos you can't remember the last time you won a trophy🫢🫢 🤣🤣"
Facebook,Tottenham vs. Liverpool September 30,Pich Vannarit Mai SoTip
Facebook,Tottenham vs. Liverpool September 30,Seems Richalison and Son getting a good duo
Facebook,Tottenham vs. Liverpool September 30,"Haha TOT play this game with 12 players, and it is quiet tough for them to face with 9 players team 🤣 such a dirty win, a disgrace in EPL 👍"
Facebook,Tottenham vs. Liverpool September 30,دائما ممتع ❤️
Facebook,Tottenham vs. Liverpool September 30,Spurs on 🔥🔥
Facebook,Tottenham vs. Liverpool September 30,Referee & VAR was Man of the match .
Facebook,Tottenham vs. Liverpool September 30,Referee man of the match
Facebook,Tottenham vs. Liverpool September 30,ဒိုင်ကူ
Facebook,Tottenham vs. Liverpool September 30,Nathan Rakotoarivelo What ??? cant score with 2 red card & wonder how Spurs to fight for top 4.
Facebook,Tottenham vs. Liverpool September 30,Bad luck for Liverpool
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng same as Gonnerscum needed an own goal and a dodgy penalty to earn a point last week. Swings and roundabouts
Facebook,Tottenham vs. Liverpool September 30,If it could be 11 on 11 Liverpool could have toned you into pieces
Facebook,Tottenham vs. Liverpool September 30,Spurs😍🤍
Facebook,Tottenham vs. Liverpool September 30,Shameful!
Facebook,Tottenham vs. Liverpool September 30,+90 winning team 🫶😘
Facebook,Tottenham vs. Liverpool September 30,"U didn't win Liverpool even with 2 red cards, 1 goal removed and  9 vs 12 in players. So we gave 1 own goal to get your winning. 🤌"
Facebook,Tottenham vs. Liverpool September 30,Boondhishaa Qochee let u calm down boss😁😆
Facebook,Tottenham vs. Liverpool September 30,+3 Points In addition ✨✨
Facebook,Tottenham vs. Liverpool September 30,"Very well played, my guys. You deserve the win."
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng  I'm not a Liverpool or Spurs fan but I totally agree. The way Spurs were celebrating you would think they had won the champions league. Sad!!!
Facebook,Tottenham vs. Liverpool September 30,Naah thank you Spurs 😁🙈
Facebook,Tottenham vs. Liverpool September 30,Nico Aguero cry
Facebook,Tottenham vs. Liverpool September 30,Abhishek Purohit then it’s not a goal is it ? 😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Alan Baldwin aha send him my regards 😂😂 I’d be pissed with that ref if I was a Liverfool but I’m not 🤣 Up the Spurs 💪💪💪
Facebook,Tottenham vs. Liverpool September 30,"These are the days that even out when other match days go against you! Well done team, COYS!"
Facebook,Tottenham vs. Liverpool September 30,Wow Brilliant  These games we used to loose. What a change. Well done all
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng cop on will you if your lot had dicipline you might have given us a game. Coys
Facebook,Tottenham vs. Liverpool September 30,Congrats on your win!
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng they will pay for it at Anfield
Facebook,Tottenham vs. Liverpool September 30,First win over liverpool since 2017🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Seif Gad تستاهلوا الصراحة يا سيف
Facebook,Tottenham vs. Liverpool September 30,"Spurs needed the help of VAR, two red cards, and own goal to win the match in stoppage time!!"
Facebook,Tottenham vs. Liverpool September 30,Lely TG 😀
Facebook,Tottenham vs. Liverpool September 30,Well done
Facebook,Tottenham vs. Liverpool September 30,How much did you pay the referees?? That's why you'll never lift a tea cup
Facebook,Tottenham vs. Liverpool September 30,Kassim Kadhi 💪💪💪💪💪😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Marching on to achieve nothing 😎
Facebook,Tottenham vs. Liverpool September 30,We are totenhaaaaaaaaaam 🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍
Facebook,Tottenham vs. Liverpool September 30,I do understand the pressure on Liverpool but dot subtiure son for some reason.we need our win on our home ground .
Facebook,Tottenham vs. Liverpool September 30,"Felt for Liverpool ,much as I wanted us to win"
Facebook,Tottenham vs. Liverpool September 30,Neil Thacker diaz was miles onside
Facebook,Tottenham vs. Liverpool September 30,Bùi Bảo Đại we brought the ref and it only cost a fiver
Facebook,Tottenham vs. Liverpool September 30,"Am happy, mate"
Facebook,Tottenham vs. Liverpool September 30,Coys 🤍
Facebook,Tottenham vs. Liverpool September 30,Liverpool should learn the difference between football and rugby 💪 bring Manchester bros♥️♥️ love this team❤️
Facebook,Tottenham vs. Liverpool September 30,Da Ve that's because you're a beta male with soy arms
Facebook,Tottenham vs. Liverpool September 30,Although my arsenal fan mate said we did not deserve to win?
Facebook,Tottenham vs. Liverpool September 30,Tim Cronin he literally posted the exact same thing on another Tottenham post earlier today.
Facebook,Tottenham vs. Liverpool September 30,With 12 players eh?
Facebook,Tottenham vs. Liverpool September 30,Mpho Phoster Kaisara Our Tottenham Is Back
Facebook,Tottenham vs. Liverpool September 30,not fair.
Facebook,Tottenham vs. Liverpool September 30,Tim Cronin it posts the same comment every week. Think it's a Gooner
Facebook,Tottenham vs. Liverpool September 30,Ste Johnson chiến thắng xấu hổ
Facebook,Tottenham vs. Liverpool September 30,You need two red cards to win Liverpool. 😆
Facebook,Tottenham vs. Liverpool September 30,💙💙💙
Facebook,Tottenham vs. Liverpool September 30,https://youtube.com/watch?v=0SPwinaMle4 If you love Tottenham please click my link and watch this nice story please 🙏🙏🙏🙏
Facebook,Tottenham vs. Liverpool September 30,Trésor Gahungu still 3 points
Facebook,Tottenham vs. Liverpool September 30,Tanvir Mahmud plus VAR 🔥
Facebook,Tottenham vs. Liverpool September 30,Up to 2nd. Let’s keep it going
Facebook,Tottenham vs. Liverpool September 30,Thank you Spurs for giving us Man United peace to go to bed
Facebook,Tottenham vs. Liverpool September 30,"Liverpool need to be 2 man down,VAR against them  and own goal  in order for spurs to win .... you won't win   at anfield"
Facebook,Tottenham vs. Liverpool September 30,Da Ve big nose with his weekly joke . Life must be slow down in Nigeria
Facebook,Tottenham vs. Liverpool September 30,Amazing! Loving Ange ball!
Facebook,Tottenham vs. Liverpool September 30,كبر بلكوه 2/1 عود طرده اثنين عدهم 🙄🤢😪
Facebook,Tottenham vs. Liverpool September 30,Kgopotso Madigoee feta ka fa
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed have a cry
Facebook,Tottenham vs. Liverpool September 30,"I don't care about red cards or how sh?t the game was,or old klippy klopp moaning ,,,3 points to spurs and we go marching on !!!!COYS"
Facebook,Tottenham vs. Liverpool September 30,Richard John Banks tbf that's true
Facebook,Tottenham vs. Liverpool September 30,Thật là tự hào :))
Facebook,Tottenham vs. Liverpool September 30,Bad judgment gives you a Win 😥
Facebook,Tottenham vs. Liverpool September 30,"It's a shame that they win with 2 extra players and with an own goal, remember that they lost the most important final and it was in Madrid.😌"
Facebook,Tottenham vs. Liverpool September 30,MOTM  Simon Hooper
Facebook,Tottenham vs. Liverpool September 30,"Tottenham is stil weak despite the win Just a matter of time, you guys wil go down"
Facebook,Tottenham vs. Liverpool September 30,Stephen Harris remind this hypocrite
Facebook,Tottenham vs. Liverpool September 30,Nothing like that winning belong to Liverpool it's by useless referee who make Tottenham to win today game.😊  am Chelsea fan
Facebook,Tottenham vs. Liverpool September 30,Let's go!!!! Great result for us
Facebook,Tottenham vs. Liverpool September 30,You will pay heavily on anfield
Facebook,Tottenham vs. Liverpool September 30,Ahnaf Ahmed Full garbage referring!  Eitare luck bolo Tumi?
Facebook,Tottenham vs. Liverpool September 30,اني محتارة اتكلم عن الاداء لو عن المدرب لو عن سوني 😭
Facebook,Tottenham vs. Liverpool September 30,I'm a spurs man 100 percent
Facebook,Tottenham vs. Liverpool September 30,Man of the match goes to refree 13 player vs 9 player
Facebook,Tottenham vs. Liverpool September 30,"Neil Thacker is jota’s first yellow a yellow?, well sorry you can’t celebrate your victory but the refs and Var won the MOTM"
Facebook,Tottenham vs. Liverpool September 30,"Micky Van De Ven you really did a very good task guys, I really like your spirit and teamwork, keep up the good work...."
Facebook,Tottenham vs. Liverpool September 30,"Wow.........ref got it completely correct, Liverpool played bloody well, but hey-ho another 3 fantastic points for The Mighty Spurs 🤣🤣🤣🤣🤣"
Facebook,Tottenham vs. Liverpool September 30,SHITSPURS
Facebook,Tottenham vs. Liverpool September 30,"Matt Munford there’s a lot to unpack here. First of all to quote U2 “there’s a lady who knows all that glitters is gold” ask yourself this question Have you done enough as a true top fan ? If you answer yes then read on my follow tottie. At the end of this game all I could hear where the words sung to us in the 80s by Boy George “ never going to give you up, never going to let you down “ that’s the sprit of this team right now. 💙💙 glory glory to the mighty totties"
Facebook,Tottenham vs. Liverpool September 30,Shame on you 🐷
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka we'll take it thanks frendo
Facebook,Tottenham vs. Liverpool September 30,A lot of Liverpool salty trolls on the Spurs pages today 😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Daylight robbery? Liverpool robbed.
Facebook,Tottenham vs. Liverpool September 30,We’re in Jarrad Dunbar
Facebook,Tottenham vs. Liverpool September 30,If they were playing GOOD FOOTBALL they wouldn't have been 10
Facebook,Tottenham vs. Liverpool September 30,"Only an person that Wisdom and intellect always passed him by, posts that on a Tottenham site. Why are you are doing that?   Did your parents always have oiled hands when you were a child?"
Facebook,Tottenham vs. Liverpool September 30,Yvonne Clayton
Facebook,Tottenham vs. Liverpool September 30,Wouldn’t be given yourselves at pat on the back you only won for an own goal ffs with a 9 man team nothing to celebrate oh and you had the referee and the corrupt Var on your side
Facebook,Tottenham vs. Liverpool September 30,What a performance??? Let's go spurs ⚪🔵
Facebook,Tottenham vs. Liverpool September 30,Though we we won
Facebook,Tottenham vs. Liverpool September 30,With the help of Match Referee and Matip..
Facebook,Tottenham vs. Liverpool September 30,"If liverpool had won this way, I would never be happy"
Facebook,Tottenham vs. Liverpool September 30,"Liverpool having a taste of their own medicine, how many times have they won like that, however I can't really celebrate the ein, we should have put the game to bed long before the final whistle,  but no, because that useless waste of time Richarlison bottles scoring in front of open goals, I've said it before, get rid of him and get a better forward player who can score goals, great game, but didn't deserve the win"
